시군명,가축전염병명,농장소재지,축종명,감염두수,진단일자,병성감정기관명
남양주시,브루셀라병,경기도 남양주시 진건읍 사능리,소-젖소,2,2004-09-04,동북부지소
남양주시,결핵병,경기도 남양주시 수동면 지둔리,소-젖소,3,2004-10-20,동북부지소
남양주시,돼지생식기호흡기증후군,경기도 남양주시 화도읍 창현리,돼지-육성돈,173,2005-02-03,동북부지소
남양주시,결핵병,경기도 남양주시 조안면 능내리,소-젖소,4,2005-03-11,동북부지소
남양주시,결핵병,경기도 남양주시 일패동,소-젖소,2,2005-03-24,동북부지소
남양주시,브루셀라병,경기도 남양주시 진건읍 사능리,소-한우,1,2005-04-01,동북부지소
남양주시,브루셀라병,경기도 남양주시 이패동,소-한우,3,2005-04-15,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-한우,13,2005-05-02,동북부지소
남양주시,결핵병,경기도 남양주시 조안면 능내리,소-젖소,2,2005-05-20,동북부지소
남양주시,결핵병,경기도 남양주시 일패동,소-젖소,4,2005-06-02,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 월문리,소-한우,1,2005-06-16,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-한우,2,2005-06-27,동북부지소
남양주시,결핵병,경기도 남양주시 조안면 능내리,소-젖소,1,2005-08-04,동북부지소
남양주시,브루셀라병,경기도 남양주시 이패동,소-젖소,1,2005-08-19,동북부지소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-젖소,1,2005-09-30,동북부지소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-젖소,3,2005-09-30,동북부지소
남양주시,결핵병,경기도 남양주시 금곡동,소-젖소,3,2005-10-07,동북부지소
남양주시,결핵병,경기도 남양주시 금곡동,소-젖소,1,2005-12-12,동북부지소
남양주시,결핵병,경기도 남양주시 화도읍 차산리,소-젖소,9,2006-01-16,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-한우,4,2006-03-16,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,3,2006-03-17,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,1,2006-03-17,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,1,2006-03-26,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,10,2006-04-13,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,13,2006-05-11,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,2,2006-05-15,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,3,2006-05-30,동북부지소
남양주시,결핵병,경기도 남양주시 이패동,소-젖소,2,2006-06-01,동북부지소
남양주시,결핵병,경기도 남양주시 이패동,소-젖소,2,2006-06-01,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,3,2006-06-12,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-한우,1,2006-06-19,동북부지소
남양주시,뉴캣슬병,경기도 남양주시 진건읍 사능리,닭-육계,70,2006-06-22,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,3,2006-07-07,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,4,2006-07-10,동북부지소
남양주시,브루셀라병,경기도 남양주시 화도읍 녹촌리,소-한우,5,2006-07-15,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,26,2006-07-15,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,2,2006-07-30,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-한우,1,2006-08-16,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-한우,8,2006-08-28,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,2,2006-09-06,동북부지소
남양주시,브루셀라병,경기도 남양주시 화도읍 녹촌리,소-한우,2,2006-09-18,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 와부읍,소-젖소,1,2006-09-26,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,4,2006-11-01,동북부지소
남양주시,돼지생식기호흡기증후군,경기도 남양주시 화도읍 창현리,돼지,100,2006-12-05,동북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,3,2007-02-28,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 오남읍 오남리,소-한우,2,2007-06-28,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,4,2007-07-20,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-젖소,4,2007-08-09,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,2,2007-09-03,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 진접읍 내곡리,소-한우,1,2007-09-04,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-한우,3,2007-10-08,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,6,2008-01-16,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,1,2008-03-06,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 진중리,소-젖소,1,2008-03-20,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 삼패동,소-한우,3,2008-04-02,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 삼패동,소-한우,3,2008-04-02,경기북부 북부지소
남양주시,돼지생식기호흡기증후군,경기도 남양주시 수동면 지둔리,돼지-자돈,3,2008-04-15,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,1,2008-04-21,경기북부 북부지소
남양주시,돼지생식기호흡기증후군,경기도 남양주시 화도읍 창현리,돼지-자돈,2,2008-05-14,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 진접읍 내곡리,소-한우,2,2008-06-12,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 삼패동,소-한우,6,2008-06-12,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 도곡리,소-한우,3,2008-06-16,경기북부 북부지소
남양주시,브루셀라병,경기도 남양주시 와부읍 덕소리,소-한우,2,2008-06-23,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 진중리,소-한우,2,2010-01-12,경기도축산위생연구소
남양주시,결핵병,경기도 남양주시 조안면 진중리,소-한우,4,2010-03-05,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,소-한우,2,2010-08-27,경기도축산위생연구소
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,소-한우,18,2010-09-03,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 금곡동,사슴-엘크,21,2010-11-12,경기북부 북부지소
남양주시,구제역,경기도 남양주시 진건읍 사능리,소-한우,1,2010-12-30,해외전염병과
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,사슴-엘크,22,2011-04-20,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 금곡동,사슴,16,2011-07-22,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 금곡동,사슴,2,2011-09-21,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 송능리,소-한우,1,2011-12-05,충북 축산위생연구소
남양주시,결핵병,경기도 남양주시 진건읍 송능리,소-한우,3,2011-12-15,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-한우,1,2012-01-02,경기도축산위생연구소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-한우,1,2012-01-12,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 와부읍 도곡리,소-한우,6,2012-03-09,경기도축산위생연구소
남양주시,결핵병,경기도 남양주시 와부읍 도곡리,소-한우,6,2012-03-16,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 일패동,소-한우,1,2012-05-18,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 송능리,소-젖소,5,2013-02-28,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 송능리,소-젖소,8,2013-05-09,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 송능리,소-젖소,1,2013-05-30,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 진관리,소-젖소,1,2013-06-07,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,소-한우,1,2013-07-08,경기도축산위생연구소
남양주시,결핵병,경기도 남양주시 진건읍 송능리,소-젖소,3,2013-07-18,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 송능리,소-한우,1,2013-12-13,경기도축산위생연구소
남양주시,브루셀라병,경기도 남양주시 진건읍 배양리,소-한우,1,2014-04-02,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-한우,12,2014-09-18,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-한우,3,2014-11-21,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 수동면 수산리,소-한우,1,2015-03-20,경기도축산위생연구소
남양주시,결핵병,경기도 남양주시 진건읍 송능리,소-젖소,4,2015-07-27,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 송능리,소-젖소,3,2016-01-07,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-한우,1,2016-03-04,경기도축산위생연구소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-한우,8,2016-03-17,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-한우,24,2016-03-24,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,사슴-엘크,1,2016-04-08,충북 제천지소
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,사슴-엘크,6,2016-04-22,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진건읍 사능리,소-한우,2,2016-06-02,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,사슴-비분류,8,2016-07-04,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,사슴-꽃사슴,2,2016-09-09,경기북부 북부지소
남양주시,결핵병,경기도 남양주시 수동면 수산리,소-한우,1,2016-11-08,경기도축산위생연구소
남양주시,결핵병,경기도 남양주시 화도읍 묵현리,사슴-엘크,2,2017-09-25,경기 북부 북부지소
남양주시,낭충봉아부패병,경기도 남양주시 별내면 용암리,벌-재래종,2,2018-04-04,세균질병과
남양주시,결핵병,경기도 남양주시 조안면 시우리,소-한우,4,2018-05-18,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 시우리,소-한우,3,2018-05-25,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 와부읍 덕소리,소-한우,1,2019-04-04,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 시우리,소-육우,1,2019-04-09,경기도 동물위생시험소
남양주시,낭충봉아부패병,경기도 남양주시 별내면 용암리,벌-재래종,1,2019-04-12,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 시우리,소-육우,4,2019-04-18,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 시우리,소-한우,2,2019-04-19,경기 북부 북부지소
남양주시,낭충봉아부패병,경기도 남양주시 화도읍 월산리,벌-재래종,2,2019-05-30,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 오남읍 팔현리,소-한우,1,2019-06-28,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 시우리,소-한우,1,2019-06-28,경기 북부 북부지소
남양주시,낭충봉아부패병,경기도 남양주시 수동면 외방리,벌-재래종,1,2019-09-09,경기 북부 북부지소
남양주시,낭충봉아부패병,경기도 남양주시 조안면 조안리,벌-재래종,1,2019-10-08,경기 북부 북부지소
남양주시,낭충봉아부패병,경기도 남양주시 와부읍 덕소리,벌-재래종,6,2019-10-08,경기 북부 북부지소
남양주시,낭충봉아부패병,경기도 남양주시 와부읍 덕소리,벌-재래종,29,2019-10-14,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 수동면 지둔리,소-젖소,1,2019-10-25,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 수동면 지둔리,소-젖소,1,2019-10-29,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 수동면 수산리,소-젖소,4,2019-12-11,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 수동면 수산리,소-젖소,3,2019-12-19,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 오남읍 팔현리,소-한우,1,2020-02-05,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 화도읍 금남리,소-젖소,2,2020-03-24,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 화도읍 금남리,소-젖소,10,2020-03-30,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,사슴-엘크,2,2020-04-02,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 오남읍 팔현리,소-한우,1,2020-04-16,경기 북부 북부지소
남양주시,낭충봉아부패병,경기도 남양주시 별내면 용암리,벌-재래종,1,2020-04-17,경기 북부 북부지소
남양주시,낭충봉아부패병,경기도 남양주시 화도읍 녹촌리,벌-재래종,1,2020-04-24,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 송촌리,소-젖소,23,2020-05-08,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 화도읍 금남리,소-젖소,4,2020-06-05,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 진접읍 금곡리,사슴-꽃사슴,2,2020-06-18,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 송촌리,소-젖소,2,2020-07-09,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 화도읍 금남리,소-젖소,1,2020-08-21,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 송촌리,소-젖소,2,2020-09-11,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 와부읍 도곡리,소-한우,1,2020-12-14,경기도 동물위생시험소
남양주시,고병원성조류인플루엔자,경기도 남양주시 화도읍 차산리,닭-산란계,0,2021-01-12,조류인플루엔자연구진단과
남양주시,결핵병,경기도 남양주시 조안면 시우리,소-젖소,5,2021-05-14,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 시우리,소-젖소,1,2021-05-20,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 와부읍 도곡리,소-한우,1,2021-05-28,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 와부읍 도곡리,소-한우,4,2021-06-03,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 와부읍 도곡리,소-한우,5,2021-06-17,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 와부읍 월문리,소-한우,4,2021-06-17,경기 북부 북부지소
남양주시,결핵병,경기도 남양주시 조안면 시우리,소-젖소,7,2021-07-23,경기 북부 북부지소
동두천시,돼지생식기호흡기증후군,경기도 동두천시 상패동,돼지-육성돈,40,2001-11-05,병리진단과
동두천시,뉴캣슬병,경기도 동두천시 상패동,닭-산란계,16000,2003-03-04,조류질병과
동두천시,결핵병,경기도 동두천시 상패동,소-육우,9,2003-03-21,경기북부 북부지소
동두천시,뉴캣슬병,경기도 동두천시 안흥동,닭-육계,20000,2004-03-29,조류질병과
동두천시,뉴캣슬병,경기도 동두천시 안흥동,닭-육계,20000,2004-03-29,조류질병과
동두천시,고병원성 조류인플루엔자,경기도 동두천시 하봉암동,칠면조,5,2011-02-11,질병진단센터
동두천시,브루셀라병,경기도 동두천시 하봉암동,소-젖소,1,2011-12-24,경기도북부축산위생연구소
동두천시,낭충봉아부패병,경기도 동두천시 안흥동,벌-개량종,2,2019-08-28,경기 북부 동물위생시험소
동두천시,낭충봉아부패병,경기도 동두천시 탑동동,벌-재래종,1,2020-06-25,경기 북부 동물위생시험소
동두천시,낭충봉아부패병,경기도 동두천시 걸산동,벌-재래종,3,2020-09-04,경기 북부 동물위생시험소
부천시,낭충봉아부패병,경기도 부천시 여월동,벌-개량종,10,2019-08-28,경기도 동물위생시험소
성남시,브루셀라병,경기도 성남시 중원구 여수동,소-한우,11,2005-07-04,경기도축산위생연구소
성남시,고병원성 조류인플루엔자,경기도 성남시 중원구 성남동,닭-토종닭,1,2014-12-27,조류질병과
성남시,고병원성 조류인플루엔자,경기도 성남시 중원구 성남동,닭-토종닭,1,2014-12-29,조류질병과
성남시,고병원성 조류인플루엔자,경기도 성남시 중원구 성남동,닭-토종닭,1,2014-12-29,조류질병과
성남시,고병원성 조류인플루엔자,경기도 성남시 중원구 성남동,닭-토종닭,1,2014-12-29,조류질병과
성남시,고병원성 조류인플루엔자,경기도 성남시 수정구 태평동,닭-토종닭,1,2014-12-30,조류질병과
성남시,낭충봉아부패병,경기도 성남시 수정구 신촌동,벌-개량종,20,2018-06-14,경기도 동물위생시험소
성남시,낭충봉아부패병,경기도 성남시 분당구 구미동,벌-재래종,5,2018-08-03,경기 동부지소
성남시,낭충봉아부패병,경기도 성남시 수정구 금토동,벌-재래종,4,2018-10-08,경기도 동물위생시험소
성남시,낭충봉아부패병,경기도 성남시 분당구 정자동,벌-재래종,5,2018-10-18,경기도 동물위생시험소
수원시,결핵병,경기도 수원시 영통구 하동,소-젖소,1,2000-06-01,경기도축산위생연구소
수원시,결핵병,경기도 수원시 영통구 이의동,소-젖소,4,2000-06-01,경기도축산위생연구소
수원시,뉴캣슬병,경기도 수원시 권선구 오목천동,닭,450,2000-07-21,경기도축산위생연구소
수원시,결핵병,경기도 수원시 영통구 이의동,소-젖소,2,2000-07-24,경기도축산위생연구소
수원시,브루셀라병,경기도 수원시 권선구 당수동,소-젖소,2,2000-12-07,경기도축산위생연구소
수원시,브루셀라병,경기도 수원시 권선구 당수동,소-육우,2,2000-12-13,경기도축산위생연구소
수원시,가금티프스,경기도 수원시 장안구 정자동,닭,20000,2001-11-17,조류질병과
수원시,브루셀라병,경기도 수원시 권선구 당수동,소-젖소,2,2002-03-06,경기도축산위생연구소
수원시,구제역,경기도 수원시 권선구 탑동,돼지-비분류,469,2015-03-15,구제역진단과
수원시,낭충봉아부패병,경기도 수원시 팔달구 우만동,벌-개량종,3,2019-01-04,경기도 동물위생시험소
시흥시,브루셀라병,경기도 시흥시 목감동,소-젖소,6,2000-01-17,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 계수동,소-젖소,4,2000-03-16,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 계수동,소-젖소,1,2000-03-16,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 방산동,소-젖소,3,2000-03-23,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 도창동,소-젖소,1,2000-03-23,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 금이동,소-젖소,3,2000-03-23,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 방산동,소-젖소,1,2000-03-23,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 방산동,소-젖소,3,2000-03-23,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 방산동,소-젖소,3,2000-03-23,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 산현동,소-젖소,1,2000-03-23,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 방산동,소-젖소,2,2000-05-12,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 방산동,소-젖소,5,2000-05-12,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 방산동,소-젖소,2,2000-05-12,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 도창동,소-젖소,2,2000-05-12,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 금이동,소-젖소,2,2000-05-12,경기도축산위생연구소
시흥시,브루셀라병,경기도 시흥시 목감동,소-젖소,1,2001-05-03,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 미산동,소-젖소,3,2001-05-31,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 미산동,소-젖소,5,2001-07-14,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 매화동,소-젖소,2,2004-06-04,경기도축산위생연구소
시흥시,브루셀라병,경기도 시흥시 과림동,소-한우,3,2005-10-16,경기도축산위생연구소
시흥시,브루셀라병,경기도 시흥시 무지내동,소-한우,5,2005-10-31,경기도축산위생연구소
시흥시,브루셀라병,경기도 시흥시 장곡동,소-한우,1,2006-08-01,경기도축산위생연구소
시흥시,브루셀라병,경기도 시흥시 장곡동,소-한우,4,2006-09-25,경기도축산위생연구소
시흥시,브루셀라병,경기도 시흥시 장곡동,소-한우,1,2006-12-26,경기도축산위생연구소
시흥시,브루셀라병,경기도 시흥시 장곡동,소-한우,4,2007-03-08,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 무지내동,소-한우,1,2009-07-27,경기도축산위생연구소
시흥시,결핵병,경기도 시흥시 무지내동,소-한우,1,2009-08-13,경기도축산위생연구소
시흥시,추백리,경기도 시흥시 안현동,닭-토종닭,15,2014-01-30,조류질병과
시흥시,결핵병,경기도 시흥시 과림동,소-한우,1,2017-02-06,경기 축산위생연구소
시흥시,낭충봉아부패병,경기도 시흥시 정왕동,벌-재래종,1,2018-08-27,경기도 동물위생시험소
시흥시,낭충봉아부패병,경기도 시흥시 정왕동,벌-재래종,5,2018-09-04,경기도 동물위생시험소
시흥시,낭충봉아부패병,경기도 시흥시 정왕동,벌-재래종,2,2018-09-07,경기도 동물위생시험소
시흥시,결핵병,경기도 시흥시 계수동,소-한우,1,2018-11-26,경기도 동물위생시험소
시흥시,브루셀라병,경기도 시흥시 신천동,소-한우,1,2019-04-08,경기도 동물위생시험소
안산시,브루셀라병,경기도 안산시 상록구 장하동,소-젖소,7,2000-10-10,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 장하동,소-젖소,3,2000-12-01,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 장하동,소,12,2001-02-01,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 부곡동,소-육우,6,2003-03-15,경기도축산위생연구소
안산시,결핵병,경기도 안산시 상록구 부곡동,소-육우,3,2003-04-19,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 부곡동,소-육우,18,2003-05-15,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 부곡동,소-한우,7,2003-12-11,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 장하동,소-한우,26,2004-12-28,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 장상동,소-한우,2,2005-03-13,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 장상동,소-한우,8,2005-03-24,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 장상동,소-한우,8,2005-03-24,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 장상동,소-젖소,1,2005-03-29,강원 남부지소
안산시,브루셀라병,경기도 안산시 상록구 장상동,소-한우,4,2006-04-03,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 장상동,소-한우,2,2006-05-08,경기도축산위생연구소
안산시,결핵병,경기도 안산시 상록구 수암동,소-젖소,5,2006-05-18,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 상록구 장상동,소-한우,2,2006-06-12,경기도축산위생연구소
안산시,브루셀라병,경기도 안산시 단원구 대부남동,소-한우,1,2007-10-20,경기도축산위생연구소
안산시,결핵병,경기도 안산시 상록구 사동,소-한우,1,2009-06-22,경기도축산위생연구소
안산시,결핵병,경기도 안산시 상록구 부곡동,소-한우,1,2014-09-02,경기도축산위생연구소
안산시,결핵병,경기도 안산시 상록구 부곡동,소-한우,3,2014-09-18,경기도축산위생연구소
안산시,낭충봉아부패병,경기도 안산시 단원구 신길동,벌-개량종,2,2019-07-02,경기도 동물위생시험소
안산시,낭충봉아부패병,경기도 안산시 상록구 팔곡일동,벌-재래종,1,2021-06-04,경기도 동물위생시험소
안성시,돼지오제스키병,경기도 안성시 일죽면 월정리,돼지,29,1997-05-22,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 월정리,돼지,27,1998-05-28,경기 남부지소
안성시,브루셀라병,경기도 안성시 공도읍,소,2,2000-01-09,경기 남부지소
안성시,뉴캣슬병,경기도 안성시 대덕면 모산리,닭,6000,2000-04-01,경기 남부지소
안성시,돼지생식기호흡기증후군,경기도 안성시 일죽면,돼지-육성돈,100,2000-04-22,병리진단과
안성시,뉴캣슬병,경기도 안성시 대덕면 건지리,닭,7500,2000-05-22,경기 남부지소
안성시,뉴캣슬병,경기도 안성시 금광면,닭,100,2000-05-29,경기 남부지소
안성시,돼지생식기호흡기증후군,경기도 안성시 삼죽면 덕산리,돼지-육성돈,35,2000-07-25,병리진단과
안성시,뉴캣슬병,경기도 안성시 공도읍 중복리,닭,12500,2000-08-04,경기 남부지소
안성시,가금티프스,경기도 안성시 서운면 청용리,닭,25000,2000-08-18,경기 남부지소
안성시,브루셀라병,경기도 안성시 죽산면,소,6,2000-08-26,경기 남부지소
안성시,가금티프스,경기도 안성시 서운면,닭-산란계,32600,2000-09-26,조류질병과
안성시,결핵병,경기도 안성시 미양면 개정리,소,1,2000-10-19,경기 남부지소
안성시,결핵병,경기도 안성시 미양면 개정리,소,1,2000-10-21,경기 남부지소
안성시,결핵병,경기도 안성시 서운면,소,10,2000-11-11,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소,3,2000-11-21,경기 남부지소
안성시,결핵병,경기도 안성시 공도읍,소,1,2000-11-23,경기 남부지소
안성시,결핵병,경기도 안성시 서운면,소,10,2000-12-14,경기 남부지소
안성시,결핵병,경기도 안성시 금광면,소,1,2000-12-29,경기 남부지소
안성시,브루셀라병,경기도 안성시 공도읍,소,1,2001-01-09,경기 남부지소
안성시,가금티프스,경기도 안성시 공도읍,닭,16000,2001-01-22,경기 남부지소
안성시,결핵병,경기도 안성시 서운면,소,4,2001-02-15,경기 남부지소
안성시,가금티프스,경기도 안성시 보개면,닭,20000,2001-03-19,경기 남부지소
안성시,가금티프스,경기도 안성시 공도읍,닭,12000,2001-03-31,경기 남부지소
안성시,추백리,경기도 안성시 대덕면,닭,8000,2001-04-10,경기 남부지소
안성시,브루셀라병,경기도 안성시 죽산면,소,6,2001-06-27,경기 남부지소
안성시,가금티프스,경기도 안성시 보개면 적가리,닭-산란계,46000,2001-08-09,조류질병과
안성시,가금티프스,경기도 안성시 공도읍,닭,100,2001-08-31,경기 남부지소
안성시,가금티프스,경기도 안성시 미양면 개정리,닭-육계,17000,2001-09-17,조류질병과
안성시,결핵병,경기도 안성시 미양면,소,21,2001-09-26,경기 남부지소
안성시,가금티프스,경기도 안성시 미양면 개정리,닭-육계,22000,2001-09-26,조류질병과
안성시,결핵병,경기도 안성시 일죽면,소,9,2001-10-11,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2001-11-08,경기 남부지소
안성시,결핵병,경기도 안성시 미양면,소,18,2001-11-08,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,13,2001-11-08,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,10,2001-11-08,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,42,2001-11-10,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,10,2001-11-10,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,259,2001-11-12,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,104,2001-11-13,경기 남부지소
